Artist,Genres,Songs,Popularity,Link,SName,SLink,Lyric,language
Stevie Nicks,Rock,125.0,0.0,/stevie-nicks/,Listen To The Rain,/stevie-nicks/listen-to-the-rain.html,"Well you're a front liner
You put it all on the line
And you're a gambler
You turn lucky every time
Ooh, you're consistent
Hey, and that's good
And you're persistent
Well i am overcome

Well you're not like anyone else
You're not like anyone
You're just an instant flash of light
That shines through the night like a lighthouse

Well you're a victim
Phantom of the opera
And you've been everywhere
And you live in dark shadows
You do what you want to
There's no beauty and the beast here
No no no
There's no beauty and the beast here

Well you're not like anyone else
You're not like anyone
You're just an instant flash of light
That shines

Well open up the window
And you will hear the rain
Come back to me once more
And throw away the pain

My world will still revolve around you
Listen to the rain
Take time to listen to the rain
Listen to the rain
Take time baby to listen to the rain

Well she didn't know better
Well she didn't know then that the sound that she heard
Well she didn't know
Was the sound of her own door closing

Open up the window
And listen to the rain
Take some time to smell the roses
And you can throw away the pain
My world will still revolve around you
So listen to the rain
Take time baby to listen to the rain
And listen to the rain
Take time and listen to the rain
And listen to the rain
Well take time and listen to the rain
Take time baby a little time baby
Ooh take time honey take a little time honey
Take time to listen to the rain
Take time baby a little time baby
And listen to the rain",en
Scars On Broadway,Rock,26.0,0.0,/scars-on-broadway/,3005,/scars-on-broadway/3005.html,"let's clap our hands
for the president, and jesus chriiist
and did i mention charlie manson and everybody else who was nice
let's sing a song, for the people scared
searching in the air, if you search real hard you'll see that i'll be there

shootin up your world, watchin all the resurrection junkies losin ground!
yeah i'll be there, shootin up your world, watchin all the resurrection junkies losin ground!

let's do high fives, for a genocide, and the internet
and all the communications skills that are lost when we are dead
you'll never survive, 3005
while you be sinkin in the ocean i'll be in my spaceship still alive

shootin up your world, watchin all the resurrection junkies losin ground!
yeah i'll be there, shootin up your world, watchin all the resurrection junkies losin ground!

yeah i'll be there, shootin up your world, watchin all the resurrection junkies losin ground!
yeah i'll be there, shootin up your world, watchin all the resurrection junkies losin ground!

let's clap our hands, for the president, and mickey mouse,
and every other motherfucker that's burnin up in this house...",en
Faces,Rock,45.0,0.1,/faces/,"You Can Make Me Dance, Sing, Or Anything",/faces/you-can-make-me-dance-sing-or-anything.html,"(Jones, McLagan, Stewart, Wood, Yamauchi)

hey baby, I wanna say something to ya', listen
sometimes when I get out of my head
and I say all the wrong things
sometimes I know I stay out late at night
and I get back fighting, hey babe
somehow all my plans keep slippin' through my hands
and I end up crying, but listen
I can be a millionaire
honey when you're standing there you're so exciting
you can make me dance, you can make me sing
you can make me do just any old thing and I love it
sometimes I wanna get up so early
and get away from here girl
summer's gone and before long
north winds blow, that bring the snow
I'll keep us warm girl
my schemes it seems are merely dreams
fading with each morning, hey babe
but this old heart of mine
is far too proud not to keep on trying
you can make me dance, you can make me sing
you can make me do just any old thing, yeah baby
so little bird don't fly away
want you here every day
don't ever leave me
I'd rather lose both my eyes
than never see your smiling face again girl
you can make me dance, you can make me sing
you can make me do just any old thing
you can make me dance, you can make me sing
you can make me do just any old thing
hey babe, keep on loving me babe
yeah, keep on loving me babe
just keep on loving me babe ...
just keep on loving me darling ...
woww, alright, hey baby, oh darling
keep on loving me darling
just keep on loving me darling ...
",en
Santana,Rock,275.0,1.7,/santana/,The Sensitive Kind,/santana/the-sensitive-kind.html,"Don't take her for granted, she had a hard time
Don't misunderstand her or play with her mind
Treat her so gently, it will pay you in time
You've gotta know she's the sensitive kind

Tell her you love her, each and
every night
You will discover she will treat
you right
If you believe, I know you will find
There aint nothing like the sensitive kind

She gets so lonely waiting for you
You are the only thing to help
her through
Don't take her for granted
She has a hard time
You got to know she's the
sensitive kind
You got to know she's the.",en
David Bowie,Rock,463.0,6.8,/david-bowie/,Wild Eyed Boy From Freecloud,/david-bowie/wild-eyed-boy-from-freecloud.html,"Solemn faced, the village settles down, undetected by the stars
And the hangman plays the mandolin before he goes to sleep
And the last thing on his mind
Is the Wild Eyed Boy imprisoned neath the covered wooden shaft
Folds the rope into its bag
Blows his pipe of smolders, blankets smoke into the room
And the day will end for some as the night begins for one

Staring through the message in his eyes, lies a solitary son
From the mountain called Freecloud where the eagle dare not fly
And the patience in his sigh
gives no indication for the townsmen to decide
So the village Dreadful yawns
pronouncing gross diversion as the label for the dog
oh it's the madness in his eyes as he breaks the night to cry

It's really me
Really you and really me
It's so hard for us to really be
Really you and really me
You'll lose me though I'm always really free

And the mountain moved its eyes
To the world of realize
Where the snow had saved a place
For the Wild Eyed Boy from Freecloud

And the village Dreadful cried
As the rope began to rise
For the smile stayed on the face
Of the Wild Eyed Boy from freecloud

And the women once proud clutched the heart of the crown
As the boulders smashed down from the mountains hand
And the magic in the stare of the Wild Eyed Boy said
Stop, freecloud! They won't think to cut me down

But the cottages fell like the playing card hell
The tears on the face of a Wise Boy
Came trembling down to the rumbling ground
And the missionary mystic of peace/love

Stumbled back to cry among the clouds
Kicking back the pebbles
From the Freecloud mountain track
",en
Bruce Springsteen,Rock,505.0,5.2,/bruce-springsteen/,John Henry,/bruce-springsteen/john-henry.html,"Well, John Henry was a little baby
Sittin' on his dady's knee
He pick up a hammer and a little piece of steel,
And, ""God, hammer's gonna be the death of me, Lord, Lord
Hammer's gonna be the death of me""

Now the captain he said to John Henry,
""I'm gonna bring that steam drill 'round
I'm gonna bring that steam drill out on these tracks
I'm gonna knock that steel on down,
Gonna knock that steel on down""


John Henry told his captain,
""Lord, man ain't nothin' but a man
Before I let that steam drill beat me down
I'm gonna die with a hammer in my hand, Lord, Lord
Die with a hammer in my hand""


John Henry driving on the right side
That steam drill driving on the left
Says, ""Before I'll let your steam drill beat me down
I'm gonna hammer myself to death, Lord, Lord
I'll hammer my fool self to death""


Well, captain said to John Henry,
""What is that stone out here?""
John Henry said, ""That ain't no stone
Captain, that's just my hammer in here, Lord, Lord
That's just my hammer in here""


John Henry said to his shaker
""Shaker, why don't you sing?
'Cause I'm swigin' thirty pounds from my hips on down
Yeah, listen to my cold steel ring, Lord, Lord
Listen to my cold steel ring""


Now John Henry, he hammered in the mountains
His hammer was striking fire
But he worked so hard, he broke his heart
John Henry laid his hammer and died, Lord, Lord
John Henry laid down his hammer and died


Well, now John Henry, he had him a woman
Her name was Polly Ann
She walked down to those tracks, picked up John Henry's hammer
Polly drove steel like a man, Lord, Lord
Polly drove that steel like a man


Well every, every Monday morning
When the bluebird he begin to sing
You can hear John Henry from a mile or more
You can hear John Henry's hammer ring, Lord, Lord
You can hear John Henry's hammer ring
So you can hear John Henry's hammer ring, Lord, Lord
You can hear John Henry's hammer ring",en
Cliff Richard,Rock,280.0,0.2,/cliff-richard/,We Don't Talk Anymore,/cliff-richard/we-dont-talk-anymore.html,"Used to think that life was sweet,
Used to think we were so complete,
I can't believe you'd throw it away.

Used to feel we had it made,
Used to feel we could sail away,
Can you imagine how I feel today,
Well it seems a long time ago you were the lonely one,
Now it comes to letting go you are the only one,
Do you know what you've done.

It's so funny how we don't talk anymore,
It's so funny why we don't talk anymore,
But I ain't losing sleep and I ain't counting sheep,
It's so funny how we don't talk anymore.

Well it really doesn't matter to me,
I guess your leaving was meant to be,
It's down to you now you wanna be free,
Well I hope you know which way to go you're on your own again,
And don't come crying to me when you're the lonely one,
Remember what you've done.

It's so funny how we don't talk anymore,
It's so funny why we don't talk anymore,
But I ain't losing sleep and I ain't counting sheep,
It's so funny how we don't talk anymore.

But I ain't losing sleep and I ain't counting sheep,
It's so funny how we don't talk anymore.

But I ain't losing sleep and I ain't counting sheep,
It's so funny how we don't talk anymore.",en
Bruce Springsteen,Rock,505.0,5.2,/bruce-springsteen/,Winter Songs,/bruce-springsteen/winter-songs.html,"From their northeast source the sour wind roars
Bear gifts fresh from the valley waters.
Hallow echoes strip Pennsylvania mountain walls
With their corsets and their old Betsy ruffle
And their slips with pearly white.
They stand bulging up against the screen door,
A banshee ""Good night.""

Summer's sweet and she brings me water,
But give me Winter, that old icy whore.
While Summer lies meek and follows orders,
Winter cries ""Me!"" and pulls you through the door.

The limp milk tramp cries metal-flake tears.
They drip like honey down <soot?> momma's leg.
You lay watchin' them off. Eat a hole in his cloth.
He'll ask, but he don't beg.
Said I'd like to the mademoiselle
Who holds the keys to all these doors around the waist
And rings the bell.

Summer's sweet and she brings me water,
But give me Winter, that old icy whore.
Summer lies meek and follows orders,
Winter cries ""Me!"" and pulls you through the door.

With scufflin' sound, the knot-voiced matron makes her rounds,
Knockin' on each and every door.
With a look like white heat, she sways, salty, sweet
And leads me 'cross her Persian floor.
She squeeze' my hand and before her I stood.
I was scared. It was dark, but it was good.

Summer's sweet and she brings me water,
But give me Winter, that old icy whore.
While Summer lies meek and follows orders,
Winter cries ""Me!"" and pulls me through her door.
",en
Warren Zevon,Rock,147.0,0.0,/warren-zevon/,Trouble Waiting to Happen,/warren-zevon/trouble-waiting-to-happen.html,"written by Warren Zevon and J. D. Souther Zevon Music Inc. BMI

I woke up this morning and fell out of bed
Trouble waiting to happen
Should've quit while I was ahead
Trouble waiting to happen
I turned on the news to the Third World War
Opened up the paper to World War IV
Just when I thought it was safe to be bored
Trouble waiting to happen
Trouble waiting to happen

The mailman brought me the Rolling Stone
Trouble waiting to happen
It said I was living at home alone
Trouble waiting to happen
I read things I didn't know I'd done
It sounded like alot of fun
I guess I've been bad or something
Trouble waiting to happen
Trouble waiting to happen

Trouble waiting to happen
Teardrops ready to start
Trouble waiting to happen to my heart

This just ain't gonna be my day
Trouble waiting to happen
Things just ain't gonna go my way
Trouble waiting to happen
My day was over by a quarter to ten
I climbed right back into bed again
I'd write this down if I could hold a pen
I might get better but I don't know when
So I'm gonna wait right here 'til then
Trouble waiting to happen
Trouble waiting to happen

Trouble waiting to happen
Teardrops ready to fall
Trouble waiting to happen to us all
",en
Cliff Richard,Rock,280.0,0.2,/cliff-richard/,Stronger Than That,/cliff-richard/stronger-than-that.html,"Well I heard you weren't staying
Heard you weren't staying around
That someone has gotten to you
Something 'bout a new kid in town

Well stranger things have happened
Stranger things have happened in love
But the more I think about
The more I see that you are a victim of

Well don't believe everything they say
They're only jealous of you
How people talk when they
Don't know the truth
Don't ever let them get to you

My love is stronger than that
My love is poetry in motion
My love is deeper than that
My love is deeper tan the ocean

Well if anyone should harm you
Anyone should get in your way
And you need someone to talk to
Please call me right away

Let them all listen
Listen to the new kid in town
It's the same old story
The story's been around and around

So don't believe everything they say
They're only jealous of you
How people talk when they
Don't know the truth
Don't ever let them tell you what to do

My love is stronger than that
My love is poetry in motion
My love is deeper than that
My love is deeper tan the ocean

So don't believe everything they say
They're only jealous of you
How people talk when they
Don't know the truth
Don't ever let them tell you what to do

My love is stronger than that
My love is poetry in motion
My love is deeper than that
My love is deeper tan the ocean

(Repeats)",en
Cliff Richard,Rock,280.0,0.2,/cliff-richard/,A Heart Will Break,/cliff-richard/a-heart-will-break.html,"I'm better off without you
I'm better off you know
We're nothing more than strangers
With nowhere else to go
But like a fool I'll stay by your side
Knowing that you won't believe me
When I say I've tried

A heart will break tonight
Make no mistake I'll lie awake tonight
A heart will break and I won't feel the same
'Cos you stay just the same as you are
And a heart will break tonight

We made no commitment
We made only words
It's no consolation that we're free like the birds
'Cos who needs to fly like they do
There's only one reason I'm staying
It's 'cos I love you...I do

A heart will break tonight
Make no mistake I'll lie awake tonight
A heart will break and I won't feel the same
'Cos you stay just the same as you are
And a heart will break tonight

A heart will break tonight
Make no mistake I'll lie awake tonight
A heart will break and I won't feel the same
'Cos you stay just the same as you are
And a heart will break tonight
Tonight it's gonna break
Don't know if I'll make it
Thru' the night...Oh oh oh oh...",en
Ryan Adams,Rock,231.0,0.0,/ryan-adams/,A Kiss Before I Go,/ryan-adams/a-kiss-before-i-go.html,"The engine turns on a dime
But I ain't goin' nowhere, tonight
I ain't been goin' nowhere for quite awhile
Can't tell the truth in a house of lies
Can't explain what I don't know
One shot, one beer and a kiss before I go

One more kiss 'fore I go
One more night and day
Breath all heavy and slow
One shot, one beer and a kiss before I go

I'll miss those nights at the bar
With every girl all loaded like freights
And the pain in the morning comes as easy as it goes
Can't find the truth in a house of lies
And you can't see tomorrow with yesterday's eyes
One shot, one beer and a place where nobody cries
One more kiss 'fore I go
One more night and day
Breath all heavy and slow
One shot, one beer and a kiss before I go",en
Cliff Richard,Rock,280.0,0.2,/cliff-richard/,Can't Take The Hurt Anymore,/cliff-richard/cant-take-the-hurt-anymore.html,"Now that the past has ended
My life's an open door
I know that we could have been mended
Oh but I can't take the hurt anymore

Can't take the hurt anymore
Ooh ooh can't take the hurt anymore

The rainbow's over
But I've seen it leave before
A love that's been left in the corner
Ooh cos I can't take the hurt anymore

Can't take the hurt anymore
Ooh ooh can't take the hurt anymore

Lady of my lady's
Can't we find the right
And leave behind the sorrow
Lady of my lady's
Can't we find the light
Bright enough to guide us

Can't take the hurt anymore
Ooh ooh can't take the hurt anymore

This love grows older
But I've felt it all before
Yesterday's over my shoulder
Ooh cos I can't take the hurt anymore

Can't take the hurt anymore
Ah ah can't take the hurt anymore

My love I found has lost it's crown
But I just can't leave it die
I fool myself and no one else
Cos I would if I could and I try

Can't take the hurt anymore etc....",en
Sheryl Crow,Rock,153.0,1.4,/sheryl-crow/,Live it up,/sheryl-crow/live-it-up.html,"You get high-jacked, waiting at the bus stop
By Jesus, who's working at the pawn shop
Escaped by, barely in the picture
But never far from the lens
You'd never risk it, inherently self-conscious
So twisted, resting on your haunches
So mystic, paintin' in a poncho
You better get ready
Everybody's out to have a good time

Live it up, like there's no time left
Just like there's no tomorrow
Live it up, like there's no time left
And there's no time to kill
Live it up, like there's no time left
And no time left to borrow
Why don't you try to get it right this time
Get it right this time

You get worked up, jammed and overloaded
Your time's up, before you even know it
But you can't stop, working on the outcome
You're hawking your latest sins
Put on your backpack, take a trip to nowhere
You're sidetracked, on your way to somewhere
You wind up right back where you started
You better get ready
Everybody's out to have a good time

Live it up, like there's no time left
Just like there's no tomorrow
Live it up, like there's no time left
And there's no time to kill
Live it up, like there's no time left
And no time left to borrow
Why don't we try to get it right this time
This time

No reason to worry, even if it isn't goin' our way
Forget about tomorrow, because all we really have is today

Live it up, like there's no time left
Just like there's no tomorrow
Live it up, like there's no time left
And there's no time to kill
Live it up, like there's no time left
And no time left to borrow
Why don't we try to get it right
Why don't we try to get it right
Why don't we try to get it right this time
Get it right this time
Get it right this time
All right",en
Eagle-Eye Cherry,Rock,67.0,3.0,/eagle-eye-cherry/,Save Tonight,/eagle-eye-cherry/save-tonight.html,"Go on and close the curtains
'cause all we need is candle light
You and me and the bottle of wine
gonna hold you tonight

Well, we know I'm going away
And how I wish, I wish it weren't so
so take this wine and drink with me
let's delay our misery...

Save tonight
And fight the break of dawn
Come tomorrow
Tomorrow I'll be gone(2x)

There's a log on the fire
and it burns like me for you
Tomorrow comes with one desire..
to take me away

It ain't easy to say goodbye
darling please don't start to cry
'cause girl you know I've got to go
and Lord I wish it wasn't so

Save tonight
And fight the break of dawn
Come tomorrow
Tomorrow I'll be gone

Tomorrow comes to take me away
I wish that I, that I could stay
but girl you know I've got to go, oh
and Lord I wish it wasn't so

Save tonight
And fight the break of dawn
Come tomorrow
Tomorrow I'll be gone",en
Scott Stapp,Rock,40.0,0.0,/scott-stapp/,Last Hallelujah,/scott-stapp/last-hallelujah.html,"Walking alone through the desert sands
In a blinding light someone reaching out their hands
I saw the black of the midnight sky
Turning blood red right before my eyes

I'm simply mystified
A soul electrified
I feel a yearning within
As the spirit kicks in

The earth stands still as I shake
Before my maker's face
There's no time, no space
My body elevates
I see my world collide
I feel so alive
This might be my last
Hallelujah
Hallelujah

Walking on water in a raging storm
I could see the face of a man with a crown of thorns
In the distance I can hear a voice
And it's calling me, it's calling me

To testify
No need to justify
I feel a heavenly wind
Like a breath on my skin

The earth stands still as I shake
Before my maker's face
There's no time, no space
My body elevates
I see my world collide
I feel so alive
This might be my last
Hallelujah
Hallelujah
Hallelujah

Sing Hallelujah
Sing Hallelujah
Sing Hallelujah
Sing Hallelujah

The earth stands still as I shake
Before my maker's face
There's no time, no space
My body elevates
I see my world collide
I feel so alive
This might be my last
Hallelujah

This might be my last (I feel so alive)
Hallelujah
This might be my last
Hallelujah
Hallelujah",en
Bruce Springsteen,Rock,505.0,5.2,/bruce-springsteen/,Galveston Bay,/bruce-springsteen/galveston-bay.html,"For 15 years Le Bin SonFought side by side with the Americans
In the mountains and deltas
of VietnamIn '75 Saigon fell and he left his command
And brought his family to the promised land
Seabrook, Texas and the small towns in the Gulf of Mexico
It was delta country and reminded him of home
He worked as a machinist, put his money away
And bought a shrimp boat with his cousin
And together they harvested Galveston Bay
In the mornin' 'fore the sun come up
He'd kiss his sleepin' daughter
Steer out thru thechannel
And cast his nets into the water
Billy Sutter fought with Charlie Company
In the highlands of Quang Tri
He was wounded in the battle of Chu Lai
Shipped home in '68
There he married and worked the gulf fishing grounds
In a boat that'd been his father's
In the morning he'd kiss his sleeping son
And cast his nets into the water
Billy sat in front of his TV as the South fell
And the communists rolled into Saigon
He and his friends watched as the refugees came
Settled on the same streets and worked the coast they'd grew up on
Soon in the bars around the harbor was talk
Of America for the Americans
Someone said 'You want 'em out, you got to burn 'em out.'
And brought in the Texas Klan
One humid Texas night there were 3 shadows on the harbor
Come to burn the Vietnamese into the sea
In the fire's light shots rang out
2 Texans lay dead on the ground
Le stood with a pistol in his hand
A jury acquitted him in self-defense
As before the judge he did stand
But as Le walked down the courthouse steps
Billy said 'My friend you're a dead man.'
One late summer night Le stood watch along the waterside
Billy stood in the shadows
His K-bar knife in his hand
And the moon slipped behind the clouds
Le lit a cigarette, the bay was still as glass
As he walked by Billy stuck his knife into his pocket
Took a breath and let him pass
In the early darkness Billy rose up
Went into the kitchen for a drink of water
Kissed his sleeping wife
Headed into the channel
And cast his nets into the water
Of Galveston Bay
",en
Marianne Faithfull,Rock,248.0,0.0,/marianne-faithfull/,Yesterdays,/marianne-faithfull/yesterdays.html,"Yesterdays, yesterdays,
Days I knew as happy sweet sequestered days.
Olden days, golden days,
Days of mad romance and love.

Then gay youth was mine
Truth was mine
Joyous free and flaming life
Then truth was mine
Sad am I, glad am I,
For today I'm dreaming of
Yesterdays.

Yesterdays, yesterdays,
Days I knew as happy sweet sequestered days.
Golden days, olden days,
Days of mad romance and love.

Then gay youth was mine
Truth was mine
Joyous free and flaming life
Then truth was mine
Sad am I, glad am I,
For today I'm dreaming of
",en
Tori Amos,Rock,291.0,0.0,/tori-amos/,Not Dying Today,/tori-amos/not-dying-today.html,"There was a gambler and a cleaner and a puppeteer
only the puppet could explain just what he was
All on a bus we were hopin' to pass the time
plug my piece in boys then we can drink the wine
drink the wine drink the wine---
music, good friends, I'm not dyin' today.
I may be 6 feet under full of wonder
I'm not dyin' today
Dyin' today
I'm not dying mister
today
Neil is thrilled he can claim he's mammalian
""But the bad news,"" he said, ""Girl, you're a dandelion.""
Dandelion. hey I need to think about that.
Yeah, I thought about that and I said,
""What the Hell?""
He said, ""Nope, you are Earth bound, blow them seeds away
maybe one will make a sound.""
Make a sound, make a sound---
music, good friends,
I'm not Dyin"" Today
I may be 6 feet under full of thunder,
I'm not Dyin' Today.
Dyin' today,
I'm not dying mister
today
So they got us go
goin' and comin'
Cause they make us pay
if we go or stay
Is he prayin'
that I'll pop my clogs?
If they can't prove I'm crazy
by noon I'll be pushin' up them daises
Tomorrow, with their Donut box they'll say,
""It's sad she's Brown Bread.""
Hey, I got my weapons---
music, good friends,
I'm not Dyin' today.
I may be 6 feet under
way down yonder
I'm not Dyin' today
Dyin'
I'm not dying, sister, take your paws off
my ankle straps and my mister
Dyin' Fryin', rather have a lie-in
I am not blowin' that Gabriel's Trumpet
I got my own band to play today



by dave s.",en
Tom Petty,Rock,202.0,1.0,/tom-petty-and-the-heartbreakers/,Can't Stop The Sun,/tom-petty-and-the-heartbreakers/cant-stop-the-sun.html,"Well you may take my money
You may turn off my microphone
But you can't steal
What you can't feel
Can't stop the sun from shining
Down and down and down
And you may think you control things
But there'll be more just like me
Who won't give in
Who'll rise again
Can't stop the world from turning
'Round and 'round and 'round

Hey mister business man
Be sure to wash your hands
Be careful where you stand
'Cause life goes on and on and on

And you may think it's all over
But there'll be more just like me
Who won't give in
Who'll rise again
Can't stop a man from dreaming",en
Bruce Springsteen,Rock,505.0,5.2,/bruce-springsteen/,Drive Fast (The Stuntman),/bruce-springsteen/drive-fast-the-stuntman.html,"I got two pins in my ankle and a busted collarbone
A steel rod in my leg, but it walks me home
At nine, I climbed high into the boughs
of our neighborhood's tallest tree
I don't remember the fear, just the breeze

Drive fast, fall hard, I'll keep you in my heart
Don't worry about tomorrow, don't mind the scars
Just drive fast, fall hard

At nineteen, I was the king of the dirt
down at the Remington draw
I liked the pedal and I didn't mind the wall
'Midst the roar of the metal I never heard a sound
I was looking for anything
any kind of drug to lift me up off this ground

Drive fast, fall hard, I'll keep you in my heart
Yeah, don't worry about tomorrow, don't mind the scars
Just drive fast, fall hard

We met on the set of this B picture that she made
She liked her guys a little greasy and 'neath her pay grade
We headed down to Baja in the desert
we made our stand of it
Figured maybe together we could get the broken pieces to fit

Drive fast, fall hard, keep me in your heart
Yeah, don't worry about tomorrow, don't mind the scars
Just drive fast, fall hard
I'll keep you in my heart
Yeah, don't worry about tomorrow, don't mind the scars
Just drive fast, fall hard

I got two pins in my ankle and a busted collarbone
A steel rod in my leg, but it walks me home",en
Cliff Richard,Rock,280.0,0.2,/cliff-richard/,Shooting From The Heart,/cliff-richard/shooting-from-the-heart.html,"Who can see beyond tonight
I don't know what's wrong or right
But when I say I love you
I'm shooting from the heart

Wish I knew a better way
I hate to use an old cliche
But when I say I love you
I'm shooting from the heart

I'm just a man of simple words
Living tonight for all it's worth

All I've got is honesty
Touching you is touching me and
When I say I love you
I'm shooting from the heart
Yeah when I say I love you
I'm shooting from the heart

I'm just a man of simple words
Living tonight for all it's worth

I'm just a man of simple words
Living tonight for all it's worth

All these feelings coming out
The only thing I'm sure about
Is when I say I love you
I'm shooting from the heart
When I say I love you
I'm shooting from the heart

When I say I love you
I'm shooting from the heart...",en
Lou Reed,Rock,223.0,0.0,/lou-reed/,Beginning Of A Great Adventure,/lou-reed/beginning-of-a-great-adventure.html,"It might be fun to have a kid that I could kick around
a little me to fill up with my thoughts
A little me or he or she to fill up with my dreams
a way of saying life is not a loss

I'd keep the tyke away from school and tutor him myself
keep him from the poison of the crowd
But then again pristine isolation might not be the best idea
it's not good trying to immortalize yourself

Beginning of a great adventure
Beginning of a great adventure

Why stop at one, I might have ten, a regular TV brood
I'd breed a little liberal army in the wood
Just like these redneck lunatics I see at the local bar
with their tribe of mutant inbred piglets with cloven hooves

I'd teach 'em how to plant a bomb, start a fire, play guitar
and if they catch a hunter, shoot him in the nuts
I'd try to be as progressive as I could possibly be
as long as I don't have to try too much

Beginning of a great adventure
Beginning of a great adventure

Susie, Jesus, Bogart, Sam, Leslie, Jill and Jeff
Rita, Winny, Andy, Fran and Jet
Boris, Bono, Lucy, Ethel, Bunny, Reg and Tom
that's a lot of names to try not to forget

Carrie, Marlon, Mo and Steve, La Rue and Jerry Lee
Eggplant, Rufus, Dummy, Star and The Glob
I'd need a damn computer to keep track of all these names
I hope this baby thing don't go too far

I hope it's true what my wife said to me
I hope it's true what my wife said to me, hey
I hope it's true what my wife said to me

She says, ""Baby, it's the beginning of a great adventure""
""Babe, beginning of a great adventure""
take a look

It might be fun to have a kid that I could kick around
create in my own image like a god
I'd raise my own pallbearers to carry me to my grave
and keep me company when I'm a wizened toothless clod

Some gibbering old fool sitting all alone drooling on his shirt
some senile old fart playing in the dirt
It might be fun to have a kid I could pass something on to
something better than rage, pain, anger and hurt

I hope it's true what my wife said to me
I hope it's true what my wife said to me
I hope it's true what my wife said to me
She says, ""Lou, it's the beginning of a great adventure""
""Lou, Lou, Lou, beginning of a great adventure""
She says, ""babe, how you call your lover boy""
""Sylvia, quite you call your lover man""

",en
Ted Nugent,Rock,57.0,0.0,/ted-nugent/,Stormtroopin,/ted-nugent/stormtroopin.html,"In the early morning hours there's a din in the air;
mayhem's on the loose.
Stormtroopers comin', and you better be prepared.
Got no time to choose.

Get ready. Stormtroopers comin'.

Comin' up that street, jackboots steppin' high.
Got to make a stand.
Looking in your windows and listen to your phone.
Keep a gun in your hand.

Get ready. Stormtroopers comin'.
Get ready. Stormtroopres comin' around.

Two hundred down, and it's comin' 'round again.
Got no second choice.
Where's the justice and where's that law.
Raise your healthy voice.

Get ready. Stormtroopers comin'.
We'll be ready. Stormtroopers comin'.
Getting ready. Stormtroopers comin'.
Get ready. Stormtroopers comin'.",en
Tori Amos,Rock,291.0,0.0,/tori-amos/,Wednesday,/tori-amos/wednesday.html,"Nothing here to fear
I'm just sitting around
being foolish when
there is work to be done
Just a hang-up call
and the quiet breathing
of our Persian we call
Cajun on a Wednesday

so we go from year to year
with secrets we've been keeping
Though you say you're not a Templar man

Seems as if we're circling
for very different reasons
But one day the Eagle has to land

Out past the fountain
a left by the station
I start the day in the usual way
Then think -- well why not --
and stop for a coffee
then begin to recall
things that you say

No one's at the door
You suggest a ghost
perhaps a phantom
I agree with this in part
Something is with us
I can't put my finger on --
is Thumbelina size 10
on a Wednesday --

so we go from year to year
with secrets we've been keeping
Though you say you're not a Templar man

you tell me to cheer up
you suspect we're oddly even
Even still the Eagle has to land

Out past the fountain
a left by the station
I start the day in the usual way
Then think -- well why not --
and stop for a coffee
then begin to recall
things that you say

Pluck up the courage
and snap
It's gone again
I start humming ""When Doves Cry""
Can someone help me
I think that I'm Lost here
Lost in a place called America


",en
4 Non Blondes,Rock,15.0,10.1,/4-non-blondes/,Bless The Beasts and The Children,/4-non-blondes/bless-the-beasts-and-the-children.html,"Bless the beasts and children
For in this world they have no voice
They have no choice
Bless the beasts and children
For the world can never be
A world they see
Light their ways

When the darkness surrounds them
Give them love
Let it shine all around them
Bless the beasts and children
Give them shelter from the storm
Keep them safe
Keep them warm
Light their ways

When the darkness souronds them
Give them love
Let it shine all around them
Bless the beasts and children
Give them shoulder from the storm
Keep them safe
Keep them warm

And children (3x)",en
Cliff Richard,Rock,280.0,0.2,/cliff-richard/,Willie And The Hand Jive,/cliff-richard/willie-and-the-hand-jive.html,"Way back when in fifty eight
We had a move that move was great
We could walk and stroll and susie q
We could do that crazy hand jive too

Remember a cat called way out Willie
A cool cat called rockin' Billy
Mama said to Willie you'll ruin my home
And you and that hand jive have got to go
'Cos he was hand jivin' he was hand jivin'
He would hand jive day and night hand jive

Willie had a girl called jivin' Jilly
Inhibitions she didn't have any
Willie would stop Jilly kept cryin'
To let him do that hand jive one more time
They were hand jivin' they were hand jivin'
They would hand jive day and night
Hand jive day and night

Willie and Jilly got married one fall
They had a little Willie Junior and that's not all
Little Willie got famous and it's plain to see
That he did that hand jive on tv

They were hand jivin' they were hand jivin'
They would hand jive day and night hand jive
Always hand jivin' yeah hand jivin'
We would hand jive day and night hand jive

I can remember about fifty four
Rock'n'roll was at my door
Fifty five and Elvis was king
Rock'n'roll was everything
Fifty six fifty seven rock'n'roll carried me to heaven
And looking in on fifty eight
They opened up that pearly gate
We could rock we could roll
Everyone could do the stroll
Dancin' just to stay alive
We all did the crazy hand jive",en
Jimmy Eat World,Rock,153.0,0.0,/jimmy-eat-world/,Believe In What You Want,/jimmy-eat-world/believe-in-what-you-want.html,"Don't bother going through your motions
Nothing that makes sense ever works out
Don't kid yourself, you know they want money
Nothing can be good on its own merit

Spinning and spinning
Do you believe in what you want?
Dancing in plastic, shake-up snow
Do you believe in what you want?

Put your trust in simple acts
Make the flyers get them up all over town
Don't kid yourself, you know it's for money
Please keep in sight what makes you care
You have it always...

Spinning and spinning
Do you believe in what you want?
Dancing in plastic, shake-up snow
Do you believe in what you want?

Your camera flash
On us, meaningless

You cannot waste a single night
What you ignore is priceless to me",en
